TCGA_DESC,DRUG_NAME,MEDIAN_IC50,MEAN_IC50,MAD,N,BROAD_EFFECT,SENSITIVE,study_name,id,abstract_bool
COREAD,CZC24832,236.24443250978,356.721331764698,0.0067176605999999,47,False,False,Colon and rectal adenocarcinoma,CZC24832_Colon and rectal adenocarcinoma,False
COREAD,Acetalax,38.8675223161019,162.545541941107,0.1141038612,47,False,False,Colon and rectal adenocarcinoma,Acetalax_Colon and rectal adenocarcinoma,False
COREAD,JAK_8517,24.9234219024509,143.735398093645,0.0734984124,47,False,False,Colon and rectal adenocarcinoma,JAK_8517_Colon and rectal adenocarcinoma,False
COREAD,AZD3759,12.047196773875,20.3870453069148,0.0263339412000001,43,False,False,Colon and rectal adenocarcinoma,AZD3759_Colon and rectal adenocarcinoma,False
COREAD,Pevonedistat,3.57524486662832,73.5115320923762,0.1691668839,42,False,False,Colon and rectal adenocarcinoma,Pevonedistat_Colon and rectal adenocarcinoma,False
COREAD,Dabrafenib,101.149740690801,292.244328408853,0.0313095468,47,False,False,Colon and rectal adenocarcinoma,Dabrafenib_Colon and rectal adenocarcinoma,False
COREAD,Afatinib,5.12180441563379,15.3922620777329,0.0665850486,48,False,False,Colon and rectal adenocarcinoma,Afatinib_Colon and rectal adenocarcinoma,False
COREAD,JAK1_8709,94.4531552543589,169.024629663087,0.0253064994,47,False,False,Colon and rectal adenocarcinoma,JAK1_8709_Colon and rectal adenocarcinoma,False
COREAD,AZD4547,58.1845400088652,146.864822071882,0.0335482728,48,False,False,Colon and rectal adenocarcinoma,AZD4547_Colon and rectal adenocarcinoma,False
COREAD,Dactinomycin,0.0336993071898443,0.152157266317161,0.1468026042,89,True,True,Colon and rectal adenocarcinoma,Dactinomycin_Colon and rectal adenocarcinoma,False
COREAD,Afuresertib,7.97986125950717,49.2096479115349,0.0915972519,42,False,False,Colon and rectal adenocarcinoma,Afuresertib_Colon and rectal adenocarcinoma,False
COREAD,SCH772984,2.28150989436294,6.02017259985653,0.12268515,48,False,False,Colon and rectal adenocarcinoma,SCH772984_Colon and rectal adenocarcinoma,False
COREAD,KRAS (G12C) Inhibitor-12,139.311857611192,445.96219922567,0.0319633734,47,False,False,Colon and rectal adenocarcinoma,KRAS (G12C) Inhibitor-12_Colon and rectal adenocarcinoma,False
COREAD,AZD5153,6.85737009391884,17.8553321324169,0.1226821848,47,False,False,Colon and rectal adenocarcinoma,AZD5153_Colon and rectal adenocarcinoma,False
COREAD,Picolinici-acid,193.888063447419,307.969819240242,0.0101988054000001,47,False,False,Colon and rectal adenocarcinoma,Picolinici-acid_Colon and rectal adenocarcinoma,False
COREAD,Dactolisib,0.251034484652692,4.64703133290445,0.0929627265000001,42,False,True,Colon and rectal adenocarcinoma,Dactolisib_Colon and rectal adenocarcinoma,False
COREAD,AGI-5198,127.474287653787,206.418464855966,0.0187511835,42,False,False,Colon and rectal adenocarcinoma,AGI-5198_Colon and rectal adenocarcinoma,False
COREAD,Selumetinib,12.6431301941152,39.4160064973375,0.1184093316,47,False,False,Colon and rectal adenocarcinoma,Selumetinib_Colon and rectal adenocarcinoma,False
COREAD,AZD5363,16.1614852436568,89.8542199146304,0.0642544013999999,42,False,False,Colon and rectal adenocarcinoma,AZD5363_Colon and rectal adenocarcinoma,False
COREAD,Daporinad,0.0206513244927494,0.0501505548275014,0.1262841615,24,False,True,Colon and rectal adenocarcinoma,Daporinad_Colon and rectal adenocarcinoma,False
COREAD,AGI-6780,80.7113330709377,194.643496729871,0.0257586924,47,False,False,Colon and rectal adenocarcinoma,AGI-6780_Colon and rectal adenocarcinoma,False
COREAD,Sepantronium bromide,0.0501457472979183,0.390484821187813,0.2026425093,42,True,True,Colon and rectal adenocarcinoma,Sepantronium bromide_Colon and rectal adenocarcinoma,False
COREAD,LCL161,213.758527124226,334.346806550253,0.008065344,47,False,False,Colon and rectal adenocarcinoma,LCL161_Colon and rectal adenocarcinoma,False
COREAD,Dasatinib,15.4607414305358,26.9921401172984,0.045100692,43,False,False,Colon and rectal adenocarcinoma,Dasatinib_Colon and rectal adenocarcinoma,False
COREAD,Alisertib,6.93025077904886,66.1038548612645,0.0667851995999999,47,False,False,Colon and rectal adenocarcinoma,Alisertib_Colon and rectal adenocarcinoma,False
COREAD,Carmustine,614.701017997544,900.411828840947,0.0101128146000001,47,False,False,Colon and rectal adenocarcinoma,Carmustine_Colon and rectal adenocarcinoma,False
COREAD,Leflunomide,197.118486056177,290.486621003432,0.0315556584000001,47,False,False,Colon and rectal adenocarcinoma,Leflunomide_Colon and rectal adenocarcinoma,False
COREAD,Dihydrorotenone,1.70157960660975,2.98312202917577,0.0576924138,47,False,False,Colon and rectal adenocarcinoma,Dihydrorotenone_Colon and rectal adenocarcinoma,False
COREAD,Alpelisib,29.8309665516086,83.1950245116894,0.0410250246,47,False,False,Colon and rectal adenocarcinoma,Alpelisib_Colon and rectal adenocarcinoma,False
COREAD,CDK9_5038,0.279119576325083,3.00937378500566,0.1650830622,47,False,True,Colon and rectal adenocarcinoma,CDK9_5038_Colon and rectal adenocarcinoma,False
COREAD,LGK974,76.3729644596583,157.444826312845,0.0164027451,48,False,False,Colon and rectal adenocarcinoma,LGK974_Colon and rectal adenocarcinoma,False
COREAD,Dinaciclib,0.10843850943214,0.460189698179434,0.1873872966,47,True,True,Colon and rectal adenocarcinoma,Dinaciclib_Colon and rectal adenocarcinoma,False
COREAD,AMG-319,180.619209460023,465.625230236445,0.0103277916,39,False,False,Colon and rectal adenocarcinoma,AMG-319_Colon and rectal adenocarcinoma,False
COREAD,CDK9_5576,0.765869108863385,9.93477417322049,0.134086344,47,False,True,Colon and rectal adenocarcinoma,CDK9_5576_Colon and rectal adenocarcinoma,False
COREAD,Linsitinib,26.9655946180083,61.5221454720452,0.0393533931,48,False,False,Colon and rectal adenocarcinoma,Linsitinib_Colon and rectal adenocarcinoma,False
COREAD,AZD6738,7.79569456662958,50.973612526764,0.1279365192,42,False,False,Colon and rectal adenocarcinoma,AZD6738_Colon and rectal adenocarcinoma,False
COREAD,Docetaxel,0.0295977605609423,2.36724876499385,0.167897037,86,False,True,Colon and rectal adenocarcinoma,Docetaxel_Colon and rectal adenocarcinoma,False
COREAD,AT13148,48.7659342281434,162.867198057689,0.0529466111999999,41,False,False,Colon and rectal adenocarcinoma,AT13148_Colon and rectal adenocarcinoma,False
COREAD,TAF1_5496,40.9299471796926,66.9248439260283,0.0415691388,47,False,False,Colon and rectal adenocarcinoma,TAF1_5496_Colon and rectal adenocarcinoma,False
COREAD,LJI308,210.227231399074,333.485810935402,0.0123040974000001,41,False,False,Colon and rectal adenocarcinoma,LJI308_Colon and rectal adenocarcinoma,False
COREAD,AZD7762,1.34022189302999,5.81844269593691,0.1208252283,48,False,False,Colon and rectal adenocarcinoma,AZD7762_Colon and rectal adenocarcinoma,False
COREAD,Pyridostatin,81.778960179104,137.406177250067,0.041913102,39,False,False,Colon and rectal adenocarcinoma,Pyridostatin_Colon and rectal adenocarcinoma,False
COREAD,Eg5_9814,0.0579921368041623,0.28421622326558,0.1445549826,46,True,True,Colon and rectal adenocarcinoma,Eg5_9814_Colon and rectal adenocarcinoma,False
COREAD,AZ6102,9.7102594323013,18.7349788758451,0.0499398984000001,41,False,False,Colon and rectal adenocarcinoma,AZ6102_Colon and rectal adenocarcinoma,False
COREAD,Talazoparib,30.0547281525133,101.694184855165,0.0415446759,42,False,False,Colon and rectal adenocarcinoma,Talazoparib_Colon and rectal adenocarcinoma,False
COREAD,YK-4-279,6.51608103188486,165.184122984706,0.1664181435,42,False,False,Colon and rectal adenocarcinoma,YK-4-279_Colon and rectal adenocarcinoma,False
COREAD,Rapamycin,0.174147611056313,0.406156932233145,0.0297350256000001,41,False,True,Colon and rectal adenocarcinoma,Rapamycin_Colon and rectal adenocarcinoma,False
COREAD,Elephantin,34.7700366469119,89.7761040794554,0.0567761669999999,47,False,False,Colon and rectal adenocarcinoma,Elephantin_Colon and rectal adenocarcinoma,False
COREAD,AZ960,14.9378012970184,85.4764874894845,0.0985499045999999,47,False,False,Colon and rectal adenocarcinoma,AZ960_Colon and rectal adenocarcinoma,False
COREAD,BMS-754807,2.6712044028548,6.11694278370403,0.127251558,46,False,False,Colon and rectal adenocarcinoma,BMS-754807_Colon and rectal adenocarcinoma,False
COREAD,BDP-00009066,10.6764828365243,35.537662843743,0.0511882476,42,False,False,Colon and rectal adenocarcinoma,BDP-00009066_Colon and rectal adenocarcinoma,False
COREAD,Ruxolitinib,178.872632090494,276.709419112973,0.0131906922000001,47,False,False,Colon and rectal adenocarcinoma,Ruxolitinib_Colon and rectal adenocarcinoma,True
COREAD,Entinostat,9.74103134864556,28.3754012430665,0.0717815616,47,False,False,Colon and rectal adenocarcinoma,Entinostat_Colon and rectal adenocarcinoma,False
COREAD,AZD1208,237.594158084554,380.952181974466,0.0118474566000001,47,False,False,Colon and rectal adenocarcinoma,AZD1208_Colon and rectal adenocarcinoma,False
COREAD,Taselisib,4.34412309282471,18.9909074865739,0.1057279125,48,False,False,Colon and rectal adenocarcinoma,Taselisib_Colon and rectal adenocarcinoma,False
COREAD,RVX-208,214.240668013603,308.504927815067,0.0145042758,47,False,False,Colon and rectal adenocarcinoma,RVX-208_Colon and rectal adenocarcinoma,False
COREAD,Entospletinib,75.6624499706243,100.605922960647,0.0277438938000001,47,False,False,Colon and rectal adenocarcinoma,Entospletinib_Colon and rectal adenocarcinoma,False
COREAD,GNE-317,1.74525934669755,12.5950193922395,0.1220298408,42,False,False,Colon and rectal adenocarcinoma,GNE-317_Colon and rectal adenocarcinoma,False
COREAD,Telomerase Inhibitor IX,2.09585414145676,10.5384980248035,0.092832999,42,False,False,Colon and rectal adenocarcinoma,Telomerase Inhibitor IX_Colon and rectal adenocarcinoma,False
COREAD,Sabutoclax,1.48066453924022,2.28985936559025,0.1344451332,47,False,False,Colon and rectal adenocarcinoma,Sabutoclax_Colon and rectal adenocarcinoma,False
COREAD,Epirubicin,0.604111305681069,3.15041275155238,0.1296415092,42,False,True,Colon and rectal adenocarcinoma,Epirubicin_Colon and rectal adenocarcinoma,False
COREAD,GSK1904529A,108.267065129938,232.694254923867,0.0171759209999999,47,False,False,Colon and rectal adenocarcinoma,GSK1904529A_Colon and rectal adenocarcinoma,False
COREAD,Temozolomide,693.4769486131,1079.84814148797,0.012409362,39,False,False,Colon and rectal adenocarcinoma,Temozolomide_Colon and rectal adenocarcinoma,False
COREAD,Sapitinib,35.7176986106676,142.572971919674,0.0875779232999999,48,False,False,Colon and rectal adenocarcinoma,Sapitinib_Colon and rectal adenocarcinoma,False
COREAD,EPZ004777,281.655868142915,421.841071641291,0.0084878849999999,47,False,False,Colon and rectal adenocarcinoma,EPZ004777_Colon and rectal adenocarcinoma,False
COREAD,GSK2578215A,206.496924035972,405.661476583725,0.0127014342000001,42,False,False,Colon and rectal adenocarcinoma,GSK2578215A_Colon and rectal adenocarcinoma,False
COREAD,Teniposide,5.64895741606019,16.4268968928848,0.0895297661999999,47,False,False,Colon and rectal adenocarcinoma,Teniposide_Colon and rectal adenocarcinoma,False
COREAD,AZD5582,31.8499878327235,88.5409713237431,0.0892035942,47,False,False,Colon and rectal adenocarcinoma,AZD5582_Colon and rectal adenocarcinoma,False
COREAD,Savolitinib,21.1560170144458,34.144446332928,0.014625849,42,False,False,Colon and rectal adenocarcinoma,Savolitinib_Colon and rectal adenocarcinoma,False
COREAD,EPZ5676,341.518209603269,685.412908958778,0.0074248608,47,False,False,Colon and rectal adenocarcinoma,EPZ5676_Colon and rectal adenocarcinoma,False
COREAD,PFI3,257.704092911954,367.288727646948,0.0066479784,47,False,False,Colon and rectal adenocarcinoma,PFI3_Colon and rectal adenocarcinoma,False
COREAD,GSK2606414,51.9875361277364,92.8771510039014,0.0302776572000001,47,False,False,Colon and rectal adenocarcinoma,GSK2606414_Colon and rectal adenocarcinoma,False
COREAD,Topotecan,2.02485076186857,9.64183727971039,0.0987307818,47,False,False,Colon and rectal adenocarcinoma,Topotecan_Colon and rectal adenocarcinoma,False
COREAD,AZD5991,229.315549391414,503.409350635992,0.0216400295999999,47,False,False,Colon and rectal adenocarcinoma,AZD5991_Colon and rectal adenocarcinoma,False
COREAD,SB505124,10.8450851956306,27.3761127411287,0.0897951516,47,False,False,Colon and rectal adenocarcinoma,SB505124_Colon and rectal adenocarcinoma,False
COREAD,BPD-00008900,156.519408059615,269.469150564358,0.0138126429000001,42,False,False,Colon and rectal adenocarcinoma,BPD-00008900_Colon and rectal adenocarcinoma,False
COREAD,ERK_2440,5.77515444630984,18.0621414344469,0.0969739008,47,False,False,Colon and rectal adenocarcinoma,ERK_2440_Colon and rectal adenocarcinoma,False
COREAD,IAP_5620,250.695987537433,404.398744225018,0.0108496668000001,47,False,False,Colon and rectal adenocarcinoma,IAP_5620_Colon and rectal adenocarcinoma,False
COREAD,PRT062607,52.9333195629971,133.466480373789,0.0534506952,47,False,False,Colon and rectal adenocarcinoma,PRT062607_Colon and rectal adenocarcinoma,False
COREAD,Buparlisib,2.73742887854858,6.59284370833849,0.0802301576999999,42,False,False,Colon and rectal adenocarcinoma,Buparlisib_Colon and rectal adenocarcinoma,False
COREAD,ERK_6604,10.8259821547093,34.7832735060677,0.0927099431999999,47,False,False,Colon and rectal adenocarcinoma,ERK_6604_Colon and rectal adenocarcinoma,False
COREAD,Wee1 Inhibitor,11.131340100093,135.191500551247,0.0747148857,42,False,False,Colon and rectal adenocarcinoma,Wee1 Inhibitor_Colon and rectal adenocarcinoma,False
COREAD,Paclitaxel,0.0988211837376302,1.11964304246419,0.0439094229,42,False,True,Colon and rectal adenocarcinoma,Paclitaxel_Colon and rectal adenocarcinoma,True
COREAD,Pictilisib,3.17461701540635,22.8516476227012,0.0808105955999999,43,False,False,Colon and rectal adenocarcinoma,Pictilisib_Colon and rectal adenocarcinoma,False
COREAD,GSK591,100.251998384703,214.852994457504,0.0193286561999999,41,False,False,Colon and rectal adenocarcinoma,GSK591_Colon and rectal adenocarcinoma,False
COREAD,Camptothecin,0.145569726291635,1.79623287892211,0.0877335963,48,False,True,Colon and rectal adenocarcinoma,Camptothecin_Colon and rectal adenocarcinoma,True
COREAD,Erlotinib,13.9700140094585,32.0456109485005,0.0362362266,42,False,False,Colon and rectal adenocarcinoma,Erlotinib_Colon and rectal adenocarcinoma,False
COREAD,WEHI-539,34.1786936677431,106.918373769658,0.0685561653,42,False,False,Colon and rectal adenocarcinoma,WEHI-539_Colon and rectal adenocarcinoma,False
COREAD,AZD5438,11.1279059173737,50.3003537070473,0.08198778,47,False,False,Colon and rectal adenocarcinoma,AZD5438_Colon and rectal adenocarcinoma,False
COREAD,PLX-4720,126.061262612573,371.102868392091,0.0218816934000001,47,False,False,Colon and rectal adenocarcinoma,PLX-4720_Colon and rectal adenocarcinoma,False
COREAD,BMS-536924,8.97639550472825,16.4044572345212,0.0852976845000001,42,False,False,Colon and rectal adenocarcinoma,BMS-536924_Colon and rectal adenocarcinoma,False
COREAD,I-BET-762,31.6969670611009,101.509625936499,0.062484177,47,False,False,Colon and rectal adenocarcinoma,I-BET-762_Colon and rectal adenocarcinoma,False
COREAD,Obatoclax Mesylate,3.14088937418017,6.32206400818279,0.12327819,47,False,False,Colon and rectal adenocarcinoma,Obatoclax Mesylate_Colon and rectal adenocarcinoma,False
COREAD,AZD8186,26.5671852604549,66.5313117106231,0.0535196361,42,False,False,Colon and rectal adenocarcinoma,AZD8186_Colon and rectal adenocarcinoma,False
COREAD,Fludarabine,225.825369667719,490.477084431012,0.0208764906,47,False,False,Colon and rectal adenocarcinoma,Fludarabine_Colon and rectal adenocarcinoma,False
COREAD,Sinularin,43.7180910818346,59.3394423231722,0.0187415466,47,False,False,Colon and rectal adenocarcinoma,Sinularin_Colon and rectal adenocarcinoma,False
COREAD,WIKI4,49.5571290507321,74.2395117700149,0.0278098695000001,42,False,False,Colon and rectal adenocarcinoma,WIKI4_Colon and rectal adenocarcinoma,False
COREAD,Podophyllotoxin bromide,0.591321154819077,2.87348447155319,0.0774510239999999,47,False,True,Colon and rectal adenocarcinoma,Podophyllotoxin bromide_Colon and rectal adenocarcinoma,False
COREAD,I-BRD9,125.004997683895,313.542450802773,0.018917976,42,False,False,Colon and rectal adenocarcinoma,I-BRD9_Colon and rectal adenocarcinoma,False
COREAD,Zoledronate,56.8520341182164,101.532102221754,0.007368522,47,False,False,Colon and rectal adenocarcinoma,Zoledronate_Colon and rectal adenocarcinoma,False
COREAD,Foretinib,1.97124042113779,3.25632810411519,0.0960828581999999,39,False,False,Colon and rectal adenocarcinoma,Foretinib_Colon and rectal adenocarcinoma,False
COREAD,Sorafenib,14.8893372929392,32.0932138727086,0.0342762294,42,False,False,Colon and rectal adenocarcinoma,Sorafenib_Colon and rectal adenocarcinoma,False
COREAD,Wnt-C59,108.740683789959,187.893864985881,0.0157496598000001,47,False,False,Colon and rectal adenocarcinoma,Wnt-C59_Colon and rectal adenocarcinoma,False
COREAD,Vinblastine,0.022321844493264,1.40094379462115,0.2182187049,42,False,True,Colon and rectal adenocarcinoma,Vinblastine_Colon and rectal adenocarcinoma,True
COREAD,PRIMA-1MET,196.552387729874,529.146775987432,0.0442229928000001,47,False,False,Colon and rectal adenocarcinoma,PRIMA-1MET_Colon and rectal adenocarcinoma,False
COREAD,P22077,118.094495445418,275.438562629951,0.0221211333,42,False,False,Colon and rectal adenocarcinoma,P22077_Colon and rectal adenocarcinoma,False
COREAD,BIBR-1532,207.884783344679,370.929669507103,0.0111476693999999,39,False,False,Colon and rectal adenocarcinoma,BIBR-1532_Colon and rectal adenocarcinoma,False
COREAD,Fulvestrant,55.4234062491955,124.661625341638,0.0130083324000001,89,False,False,Colon and rectal adenocarcinoma,Fulvestrant_Colon and rectal adenocarcinoma,False
COREAD,Staurosporine,0.0537176299079519,0.231079292463661,0.1720305258,48,True,True,Colon and rectal adenocarcinoma,Staurosporine_Colon and rectal adenocarcinoma,False
COREAD,Nutlin-3a (-),245.427759454989,603.527001610762,0.0153426861000001,48,False,False,Colon and rectal adenocarcinoma,Nutlin-3a (-)_Colon and rectal adenocarcinoma,False
COREAD,PAK_5339,15.6380023503553,18.2159951005967,0.0507538458000001,47,False,False,Colon and rectal adenocarcinoma,PAK_5339_Colon and rectal adenocarcinoma,False
COREAD,Ibrutinib,138.472673096844,272.387962767398,0.022617063,47,False,False,Colon and rectal adenocarcinoma,Ibrutinib_Colon and rectal adenocarcinoma,False
COREAD,Navitoclax,4.28065056837776,9.0442245289739,0.1339099146,47,False,False,Colon and rectal adenocarcinoma,Navitoclax_Colon and rectal adenocarcinoma,False
COREAD,VE-822,53.901483460798,122.852876887122,0.0264762708000001,47,False,False,Colon and rectal adenocarcinoma,VE-822_Colon and rectal adenocarcinoma,False
COREAD,BMS-345541,27.0200180349899,135.02221704215,0.0497619863999999,47,False,False,Colon and rectal adenocarcinoma,BMS-345541_Colon and rectal adenocarcinoma,False
COREAD,Gallibiscoquinazole,14.2789724922732,25.2848219978418,0.0134308734000001,47,False,False,Colon and rectal adenocarcinoma,Gallibiscoquinazole_Colon and rectal adenocarcinoma,False
COREAD,NVP-ADW742,11.2886492375415,31.9843561085637,0.0553069104000001,42,False,False,Colon and rectal adenocarcinoma,NVP-ADW742_Colon and rectal adenocarcinoma,False
COREAD,Vinorelbine,0.0537300416000069,0.448549039048969,0.1465787316,47,True,True,Colon and rectal adenocarcinoma,Vinorelbine_Colon and rectal adenocarcinoma,False
COREAD,Olaparib,146.633425043416,336.023563447608,0.014136591,48,False,False,Colon and rectal adenocarcinoma,Olaparib_Colon and rectal adenocarcinoma,False
COREAD,Osimertinib,5.62627993670095,9.20697307809248,0.0477515808,42,False,False,Colon and rectal adenocarcinoma,Osimertinib_Colon and rectal adenocarcinoma,False
COREAD,Nelarabine,496.885690177601,719.888096995088,0.0098014685999998,47,False,False,Colon and rectal adenocarcinoma,Nelarabine_Colon and rectal adenocarcinoma,False
COREAD,VE821,47.4670601522607,187.170594098913,0.0336224028000001,41,False,False,Colon and rectal adenocarcinoma,VE821_Colon and rectal adenocarcinoma,False
COREAD,OF-1,72.5402804507181,104.680668415227,0.0249981185999999,47,False,False,Colon and rectal adenocarcinoma,OF-1_Colon and rectal adenocarcinoma,False
COREAD,GDC0810,148.644580159107,325.166734506746,0.0132707526,42,False,False,Colon and rectal adenocarcinoma,GDC0810_Colon and rectal adenocarcinoma,False
COREAD,AZD8055,1.07919565524515,4.74000990231793,0.0972822816,47,False,False,Colon and rectal adenocarcinoma,AZD8055_Colon and rectal adenocarcinoma,False
COREAD,OTX015,12.1789980866187,38.560583338092,0.1012630626,47,False,False,Colon and rectal adenocarcinoma,OTX015_Colon and rectal adenocarcinoma,False
COREAD,Nilotinib,50.2506523653212,144.079291018022,0.0124049142,42,False,False,Colon and rectal adenocarcinoma,Nilotinib_Colon and rectal adenocarcinoma,False
COREAD,Venetoclax,13.7923091456757,19.1805771153587,0.0155991758999999,42,False,False,Colon and rectal adenocarcinoma,Venetoclax_Colon and rectal adenocarcinoma,False
COREAD,Crizotinib,6.17305303125435,15.3895418445179,0.0600326979,48,False,False,Colon and rectal adenocarcinoma,Crizotinib_Colon and rectal adenocarcinoma,False
COREAD,Tamoxifen,36.7181988278386,72.3469654436019,0.0301227255,42,False,False,Colon and rectal adenocarcinoma,Tamoxifen_Colon and rectal adenocarcinoma,True
COREAD,Vincristine,0.259802383609851,4.95040322277049,0.2647582602,47,False,True,Colon and rectal adenocarcinoma,Vincristine_Colon and rectal adenocarcinoma,True
COREAD,Niraparib,160.449138777973,260.478065834607,0.0191878092,47,False,False,Colon and rectal adenocarcinoma,Niraparib_Colon and rectal adenocarcinoma,False
COREAD,Vorinostat,3.69412120157815,8.63647247364124,0.0585708543000001,42,False,False,Colon and rectal adenocarcinoma,Vorinostat_Colon and rectal adenocarcinoma,False
COREAD,PCI-34051,148.061392212512,297.746893281997,0.0134768340000001,47,False,False,Colon and rectal adenocarcinoma,PCI-34051_Colon and rectal adenocarcinoma,False
COREAD,Cyclophosphamide,267.773116475657,516.739633591084,0.0057769509,42,False,False,Colon and rectal adenocarcinoma,Cyclophosphamide_Colon and rectal adenocarcinoma,True
COREAD,MG-132,0.199393210059757,0.303270435250314,0.0733086396,48,False,True,Colon and rectal adenocarcinoma,MG-132_Colon and rectal adenocarcinoma,False
COREAD,VX-11e,4.3235334665343,7.45790770375024,0.0831427254,41,False,False,Colon and rectal adenocarcinoma,VX-11e_Colon and rectal adenocarcinoma,False
COREAD,MN-64,163.687152611637,239.681978094684,0.0167281758000001,47,False,False,Colon and rectal adenocarcinoma,MN-64_Colon and rectal adenocarcinoma,False
COREAD,Palbociclib,21.3600596847301,61.7767324603791,0.043825656,48,False,False,Colon and rectal adenocarcinoma,Palbociclib_Colon and rectal adenocarcinoma,False
COREAD,GSK343,19.9038265064102,38.4643972927748,0.0088377786000001,47,False,False,Colon and rectal adenocarcinoma,GSK343_Colon and rectal adenocarcinoma,False
COREAD,Trametinib,0.084487153848393,0.915597375356708,0.2042444586,48,True,True,Colon and rectal adenocarcinoma,Trametinib_Colon and rectal adenocarcinoma,False
COREAD,UMI-77,29.8315675151221,86.0000154774179,0.0669697833,42,False,False,Colon and rectal adenocarcinoma,UMI-77_Colon and rectal adenocarcinoma,False
COREAD,Oxaliplatin,37.6121072539743,233.046264696874,0.0607925304000001,95,False,False,Colon and rectal adenocarcinoma,Oxaliplatin_Colon and rectal adenocarcinoma,True
COREAD,Cisplatin,56.1947873040004,214.303772444793,0.0308454929999999,43,False,False,Colon and rectal adenocarcinoma,Cisplatin_Colon and rectal adenocarcinoma,True
COREAD,MIM1,77.6506472879009,142.588692532959,0.0249736557,42,False,False,Colon and rectal adenocarcinoma,MIM1_Colon and rectal adenocarcinoma,False
COREAD,Cediranib,9.76077846584398,24.1445979480988,0.0441169869,42,False,False,Colon and rectal adenocarcinoma,Cediranib_Colon and rectal adenocarcinoma,False
COREAD,XAV939,138.262077991919,171.922617562051,0.0178816386,47,False,False,Colon and rectal adenocarcinoma,XAV939_Colon and rectal adenocarcinoma,False
COREAD,MIRA-1,303.586330865436,692.634203088418,0.0071275994999999,42,False,False,Colon and rectal adenocarcinoma,MIRA-1_Colon and rectal adenocarcinoma,False
COREAD,Ulixertinib,4.13710389180273,8.9348794106129,0.0927544212,81,False,False,Colon and rectal adenocarcinoma,Ulixertinib_Colon and rectal adenocarcinoma,False
COREAD,ML323,113.724402552278,202.854400649048,0.0282761472,47,False,False,Colon and rectal adenocarcinoma,ML323_Colon and rectal adenocarcinoma,False
COREAD,ULK1_4989,22.3916248875851,202.025824327369,0.1173729942,47,False,False,Colon and rectal adenocarcinoma,ULK1_4989_Colon and rectal adenocarcinoma,False
COREAD,Luminespib,0.219672165683615,1.42762991284483,0.151581024,47,False,True,Colon and rectal adenocarcinoma,Luminespib_Colon and rectal adenocarcinoma,False
COREAD,LY2109761,228.631834455343,392.719797699827,0.0112188342,47,False,False,Colon and rectal adenocarcinoma,LY2109761_Colon and rectal adenocarcinoma,False
COREAD,MK-8776,33.6907392536826,134.766266320949,0.0278758452,39,False,False,Colon and rectal adenocarcinoma,MK-8776_Colon and rectal adenocarcinoma,False
COREAD,Ipatasertib,21.6018285044643,93.5411782142042,0.0714435287999999,42,False,False,Colon and rectal adenocarcinoma,Ipatasertib_Colon and rectal adenocarcinoma,False
COREAD,Mirin,143.171040080535,316.341524209267,0.0542157168000001,47,False,False,Colon and rectal adenocarcinoma,Mirin_Colon and rectal adenocarcinoma,False
COREAD,WZ4003,114.15600753289,187.867093041101,0.0214873218,47,False,False,Colon and rectal adenocarcinoma,WZ4003_Colon and rectal adenocarcinoma,False
COREAD,Lapatinib,20.2029982835118,60.9914916628378,0.0583788575999999,42,False,False,Colon and rectal adenocarcinoma,Lapatinib_Colon and rectal adenocarcinoma,False
COREAD,Bortezomib,0.0087030009246734,0.0184707882417684,0.0705895512000001,42,False,True,Colon and rectal adenocarcinoma,Bortezomib_Colon and rectal adenocarcinoma,False
COREAD,VSP34_8731,9.35575816248321,36.0526472688589,0.0710684310000001,47,False,False,Colon and rectal adenocarcinoma,VSP34_8731_Colon and rectal adenocarcinoma,False
COREAD,IRAK4_4710,182.055029269634,224.8173032625,0.0140328090000001,47,False,False,Colon and rectal adenocarcinoma,IRAK4_4710_Colon and rectal adenocarcinoma,False
COREAD,Mitoxantrone,6.41901064059485,30.1158653496708,0.0723820146,47,False,False,Colon and rectal adenocarcinoma,Mitoxantrone_Colon and rectal adenocarcinoma,False
COREAD,Gemcitabine,1.80276031750177,11.6136949116639,0.1792626486,43,False,False,Colon and rectal adenocarcinoma,Gemcitabine_Colon and rectal adenocarcinoma,True
COREAD,Uprosertib,14.7306407347903,70.500854278406,0.1151616963,88,False,False,Colon and rectal adenocarcinoma,Uprosertib_Colon and rectal adenocarcinoma,False
COREAD,MK-2206,15.6480252871667,98.0882414488166,0.0591075554999999,48,False,False,Colon and rectal adenocarcinoma,MK-2206_Colon and rectal adenocarcinoma,False
COREAD,MK-1775,1.46860795694009,2.81407181294069,0.0918137115,48,False,False,Colon and rectal adenocarcinoma,MK-1775_Colon and rectal adenocarcinoma,False
COREAD,OSI-027,174.005516024103,246.877175349543,0.0150602508,41,False,False,Colon and rectal adenocarcinoma,OSI-027_Colon and rectal adenocarcinoma,False
COREAD,SB216763,157.404039568064,624.110724687593,0.0248202066,47,False,False,Colon and rectal adenocarcinoma,SB216763_Colon and rectal adenocarcinoma,False
COREAD,Gefitinib,32.0470262356783,47.3475257625855,0.0229239612,42,False,False,Colon and rectal adenocarcinoma,Gefitinib_Colon and rectal adenocarcinoma,False
